market,code,ticker,name,priority,source,fetched_at,fundamental_status,secondary_snapshot_status,secondary_snapshot_source,supply_demand_source_status,supply_demand_source,secondary_fundamental_status,secondary_fundamental_source_file,ticker_screen,code_screen,name_screen,market_screen,exchange,universe_source,merge_code,merge_exchange,source_name,source_description,price,volume,avg_volume_30d,market_cap,pe,pb,dividend_yield,roe,debt_to_equity,gross_margin,operating_margin,profit_margin,revenue_growth,earnings_growth,return_1m,return_3m,return_6m,return_12m,volatility_1m,beta_1y,source_code,source_symbol,source_exchange,avg_turnover_30d,price_status,fundamental_fields_present,fundamental_status_screen,data_retrieved_at_utc,price_date,price_basis,price_source,fundamental_source,eligible,rank_return_1m,rank_return_3m,rank_return_6m,rank_return_12m,rank_avg_turnover_30d,rank_volatility_1m,beta_abs,rank_beta_abs,momentum_score,risk_score,liquidity_score,pre_score,earnings_yield,rank_earnings_yield,rank_dividend_yield,rank_roe,rank_gross_margin,rank_operating_margin,rank_profit_margin,rank_revenue_growth,rank_earnings_growth,rank_pb,rank_debt_to_equity,value_score,quality_score,growth_score,factor_coverage,total_score,flags,market_percentile,cross_market_score,market_rank,cross_market_rank,theme,theme_source,is_mortgage_reit,theme_rank,research_status,research_candidate,previous_market_rank,rank_change,daily_change,_code,fundamental_source_file,yf_price,yf_market_cap,yf_trailing_pe,yf_forward_pe,yf_pbr,yf_roe,yf_profit_margin,yf_revenue_growth,yf_earnings_growth,yf_dividend_yield,yf_beta,yf_shares_outstanding,yf_float_shares,yf_held_percent_insiders,yf_held_percent_institutions,yf_shares_short,yf_shares_short_prior_month,yf_short_percent_float,yf_short_ratio_days,yf_short_interest_date,yf_average_volume,yf_regular_market_volume,yf_regular_market_change_pct,yf_regular_market_time
US,CMBT,CMBT,CMB.TECH NV Ordinary Shares,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,CMBT,CMBT,CMB.TECH NV Ordinary Shares,US,NYSE,Nasdaq Trader,CMBT,NYSE,CMBT,CMB.TECH NV,19.34,1150168.0,1106634.9666666666,5611883312.621781,6.769392261911765,1.8000594923273499,3.15768149882904,37.4127454373586,1.7470911510884,36.5023353759467,30.1440645738374,37.1426563806956,92.48344766009937,112.31711710403222,7.444444444444445,22.637920101458466,52.76461295418641,111.59737417943106,2.458374742601993,1.0402887,CMBT,NYSE:CMBT,NYSE,21402320.25533333,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.868151715833835,0.8667469395946217,0.8948424643788883,0.9484246437888822,0.6083887880621093,0.7732289785269918,1.0402887,0.46212577858147474,89.45414408990568,61.767737855423334,60.83887880621093,78.24025273873087,0.1477237485005171,0.9454870420017873,0.8486784780714494,0.92256,0.48912255257432924,0.8072403937758018,0.943138500635324,0.9489664082687338,0.9118825100133512,0.611958891311118,0.17459826946847956,80.20414704614515,66.7331943290787,93.04244591410425,1.0,78.02610681842617,ok,99.21580017426663,99.21580017426663,28.0,44.0,Other,concentration_guard_keyword_v1,False,8.0,research_candidate,True,29.0,1.0,unchanged,CMBT,,19.16,5559652352.0,6.472973,12.414714,1.7813314,0.29594,0.37151,0.815,30.397,4.14,0.166,290169769.0,111175645.0,0.56571,0.17367001,873518,1061520,0.007900001,0.87,1788134400,1019861.0,715323.0,-0.930715,1790193602.0
US,ADAM,ADAM,"Adamas Trust, Inc. - Common Stock",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,ADAM,ADAM,"Adamas Trust, Inc. - Common Stock",US,NASDAQ,Nasdaq Trader,ADAM,NASDAQ,ADAM,"Adamas Trust, Inc.",8.8,1589111.0,1007268.7666666667,790942180.0,5.237160030946855,0.8486582038727746,10.9090909090909,14.1663390179509,7.6886135678791305,85.7378046727309,82.7120021934993,24.307676766705,42.502065003924365,785.3003161222339,-12.350597609561738,-2.9768467475192897,17.48998664886516,19.241192411924132,2.032346502427536,0.90884185,ADAM,NASDAQ:ADAM,NASDAQ,8863965.146666668,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.20610074252458357,0.49247441300421435,0.6913505920128437,0.703792895845876,0.4956644484775156,0.8492875777643989,0.90884185,0.5145670082378944,52.34296608468794,68.19272930011466,49.56644484775156,55.888928703004154,0.19094318181818182,0.9727435210008937,0.9799593377868139,0.68416,0.9289340101522843,0.9920609717370594,0.8300508259212198,0.8895348837209303,0.9833110814419226,0.9090625973217066,0.028430160692212603,95.3921818703138,69.27271937005553,93.64229825814265,1.0,77.97503926944124,ok,99.15771129828637,99.15771129828637,30.0,47.0,Other,concentration_guard_keyword_v1,False,9.0,research_candidate,True,31.0,1.0,unchanged,ADAM,,8.43,757686592.0,5.0178576,6.7545376,0.81300026,0.16438,0.52959,1.298,,13.62,1.255,89879786.0,84323418.0,0.0673,0.57616,3121326,2946071,0.0419,3.58,1788134400,949030.0,1288815.0,-4.20454,1790193601.0
US,HTGC,HTGC,"Hercules Capital, Inc. Common Stock",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,HTGC,HTGC,"Hercules Capital, Inc. Common Stock",US,NYSE,Nasdaq Trader,HTGC,NYSE,HTGC,"Hercules Capital, Inc.",17.22,912361.0,1517762.0333333334,3222963977.0,8.649354563262845,1.4175137861859082,9.29152148664344,17.1598757627833,1.03330695193749,97.9921191988077,82.6554785423897,64.1577309240341,44.00340653324412,32.06633499170811,0.4667444574095583,13.066316480630324,21.610169491525415,-11.510791366906485,1.628867240728267,0.96568954,HTGC,NYSE:HTGC,NYSE,26135862.214,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.725265904073851,0.7796508127633955,0.7322897852699177,0.4328717639975918,0.6370235934664247,0.9281557294802328,0.96568954,0.49045609805103474,66.7519566526189,70.93059137656338,63.70235934664247,67.33917573770856,0.11561556329849014,0.90437890974084,0.9744408945686901,0.75008,0.9883973894126178,0.9917434106065418,0.985705209656925,0.8934108527131783,0.6635514018691588,0.7172220492058549,0.30747836835599507,86.53472845051283,80.46808756064159,77.84811272911686,1.0,77.97270875298932,ok,99.12866686029625,99.12866686029625,31.0,49.0,Other,concentration_guard_keyword_v1,False,10.0,research_candidate,True,28.0,-3.0,unchanged,HTGC,,16.97,3176173056.0,8.40099,8.627263,1.3777704,0.17318001,0.67682,0.085,0.547,10.92,0.747,187164000.0,171480896.0,0.01966,0.36435002,8676895,10995680,0.0473,4.86,1788134400,1506652.0,1121061.0,-1.4518,1790193603.0
JP,8630,8630.T,"Sompo Holdings,Inc.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,8630.T,8630,"Sompo Holdings,Inc.",JP,Prime Market (Domestic),JPX,8630,TSE,8630,"Sompo Holdings,Inc.",6891.0,3440800.0,2260056.666666665,6354554324341.0,8.873563502573603,1.156006157991625,2.1767522855899,14.5855286585227,0.180464838448762,,17.1422390862362,10.5775724069245,41.36367447468562,76.16312938379596,3.8426763110307416,6.146025878003697,15.717884130982368,45.779564205627246,2.042205727368102,0.8926724,8630,TSE:8630,TSE,15574050489.999989,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.7397186147186147,0.5170454545454546,0.7678571428571429,0.858495670995671,0.9772727272727273,0.5008116883116883,0.8926724,0.26136363636363635,72.07792207792207,38.10876623376623,97.72727272727273,67.43303571428571,0.11269429690901177,0.89025069637883,0.4575447570332481,0.7180020811654526,,0.8138572905894519,0.7290589451913133,0.9532808398950131,0.8303964757709251,0.6294964028776979,0.5742369374030005,65.90972854299254,70.87888135873047,89.18386578329691,1.0,68.56192887884337,ok,99.07928388746802,99.07928388746802,19.0,51.0,Other,concentration_guard_keyword_v1,False,9.0,research_candidate,True,19.0,0.0,unchanged,8630,,6860.0,6083343024128.0,27.349201,25.130966,1.1508057,0.1443,0.11423001,0.326,0.594,2.9,0.153,886784719.0,816596159.0,0.03938,0.44347,,,,,,2453586.0,512400.0,-0.44986215,1790209060.0
US,LTC,LTC,"LTC Properties, Inc. Common Stock",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,LTC,LTC,"LTC Properties, Inc. Common Stock",US,NYSE,Nasdaq Trader,LTC,NYSE,LTC,"LTC Properties, Inc.",42.42,690352.0,580756.0333333333,2286673899.0,15.54700384826828,1.802595022934006,5.37482319660537,12.1054076187421,0.614479770699914,58.6329073381929,36.1690749833424,38.5303024670352,59.93916941090377,49.580615097856466,4.431314623338268,13.180362860192115,13.970983342289099,19.49295774647888,1.9667782517036583,0.091493726,LTC,NYSE:LTC,NYSE,24635670.934,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8244029700983343,0.7806542243628336,0.6490066225165563,0.7047963074453141,0.6287557975398266,0.862933975516757,0.091493726,0.9340968454892505,73.97150311057595,89.85154105030037,62.875579753982656,76.27712409201806,0.06432107496463932,0.6519213583556747,0.9390066802207377,0.62272,0.7353154459753445,0.8570974912670689,0.9488564167725541,0.9198966408268734,0.7510013351134847,0.611647461849891,0.4681705809641533,73.41918334754345,72.64319869958243,83.5448987970179,1.0,77.79803189531648,ok,99.04153354632588,99.04153354632588,34.0,53.0,Other,concentration_guard_keyword_v1,False,11.0,research_candidate,True,32.0,-2.0,unchanged,LTC,,42.54,2293142784.0,15.357401,27.009523,2.1668704,0.11806,0.39846,0.655,0.75,5.37,0.577,53905563.0,52758992.0,0.02094,0.83822995,2529149,2287237,0.056199998,4.91,1788134400,582209.0,527068.0,0.282892,1790193602.0
JP,6675,6675.T,"SAXA,Inc.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,6675.T,6675,"SAXA,Inc.",JP,Standard Market(Domestic),JPX,6675,TSE,6675,"SAXA,Inc.",2224.0,23100.0,36669.99999999998,40765991943.0,2.4118097997341152,0.8222221750643955,4.57134141187052,41.4916007075807,0.0307241825627533,29.1045448403225,3.60344128642854,36.1853069681546,-2.9761384494362377,322.4032479269867,3.77974801679888,18.23498139287613,3.122103040494596,27.816093232183917,1.6082554539466751,0.9397344,6675,TSE:6675,TSE,81554079.99999996,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.7351190476190477,0.8157467532467533,0.5435606060606061,0.7708333333333334,0.5262445887445888,0.661525974025974,0.9397344,0.23971861471861466,71.63149350649351,45.06222943722943,52.62445887445888,62.138122294372295,0.4146263938848921,0.9966573816155989,0.9381074168797954,0.9802289281997919,0.4731124388919066,0.18304033092037228,0.9850051706308169,0.10498687664041995,0.9647577092511013,0.8494347379239465,0.801862390067253,92.80665121397803,68.46498517420281,53.48722929457605,1.0,68.51941339751886,ok,99.02813299232737,99.02813299232737,20.0,54.0,Other,concentration_guard_keyword_v1,False,10.0,research_candidate,True,20.0,0.0,unchanged,6675,,2204.0,38551465984.0,27.916405,7.329564,0.81484526,0.41492,0.36183998,0.028,26.671,2.07,0.782,17491590.0,13515111.0,0.32303002,0.17737,,,,,,35644.0,12000.0,-0.89928055,1790208907.0
US,LPG,LPG,Dorian LPG Ltd. Common Stock,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,LPG,LPG,Dorian LPG Ltd. Common Stock,US,NYSE,Nasdaq Trader,LPG,NYSE,LPG,Dorian LPG Ltd.,53.54,813121.0,583184.5666666667,2290584754.0,7.104281942067062,1.8524458062723663,0.0,28.34202271141,0.522626703958592,60.4981674109806,52.0196533903233,55.0030051738041,81.05922022373736,555.6725247955454,6.293428628151681,32.524752475247524,56.54970760233916,67.3125,3.3629032250519004,0.5337845,LPG,NYSE:LPG,NYSE,31223701.699333332,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.851896447922938,0.9092915914107967,0.9036724864539434,0.8962472406181016,0.6590038314176245,0.6016455950230785,0.5337845,0.6911794253566406,89.0276941601445,64.64125101898594,65.90038314176245,79.46198672209755,0.14076017930519238,0.9410187667560321,0.2705489398780134,0.87712,0.7556200145032632,0.9530009526833916,0.9793519695044473,0.9402454780361758,0.9786381842456608,0.601993148551853,0.5095797280593325,60.45202850619662,81.4934532950087,95.94418311409183,1.0,77.72554884998927,ok,99.01248910833576,99.01248910833576,35.0,55.0,Other,concentration_guard_keyword_v1,False,12.0,research_candidate,True,36.0,1.0,unchanged,LPG,,53.16,2274327296.0,7.050398,11.358974,1.839319,0.28342,0.55605,1.24,12.635,6.26,0.762,42782681.0,36795673.0,0.14047,0.74676,1880142,2324680,0.059699997,3.4,1788134400,636149.0,538974.0,-0.709752,1790193603.0
US,SPNT,SPNT,SiriusPoint Ltd. Common Shares,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,SPNT,SPNT,SiriusPoint Ltd. Common Shares,US,NYSE,Nasdaq Trader,SPNT,NYSE,SPNT,SiriusPoint Ltd.,25.48,2729459.0,853161.5666666667,2959884559.0,6.22571896303174,1.2994245405606089,0.0,23.0783275515793,0.307966079353223,,21.0294615645107,15.5650648031278,22.554235049990567,366.61726142971156,7.737843551797048,7.692307692307693,18.787878787878793,43.30708661417322,2.1188066762717237,-0.014062829,SPNT,NYSE:SPNT,NYSE,21738556.718666665,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8719646799116998,0.7156331527192454,0.7045956251254264,0.8288179811358619,0.6112119378907037,0.8338350391330523,0.014062829,0.9855334538878843,78.02528597230584,90.96842465104683,61.121193789070375,78.72545681450578,0.16062401883830454,0.9571045576407506,0.2705489398780134,0.83392,,0.7018100984439505,0.729987293519695,0.7764857881136951,0.9706275033377837,0.7642478978511367,0.6310259579728059,66.39671317899669,72.41858374841128,87.35566457257393,1.0,77.52401373986969,ok,98.98344467034563,98.98344467034563,36.0,56.0,Other,concentration_guard_keyword_v1,False,13.0,research_candidate,True,38.0,2.0,unchanged,SPNT,,25.42,2952914688.0,6.261084,9.203476,1.2963436,0.23068,0.16849001,-0.005,0.16,,0.61,116165016.0,101855809.0,0.117189996,0.87308997,5105479,4632483,0.0494,8.87,1788134400,815422.0,1045639.0,-0.235477,1790193603.0
JP,3989,3989.T,SHARINGTECHNOLOGY.INC,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,3989.T,3989,SHARINGTECHNOLOGY.INC,JP,Growth Market(Domestic),JPX,3989,TSE,3989,SHARINGTECHNOLOGY. INC,1545.0,221800.0,459263.3333333333,37404769793.0,14.905760859498008,6.553241716893341,4.36893203883495,48.5011340657572,0.0539042095233234,90.2873911592666,21.4182916827878,26.6937270590264,13.602586380872081,72.35902143113701,0.6514657980456026,51.17416829745597,28.75,43.58736059479554,2.355949236220608,0.6449306,3989,TSE:3989,TSE,709561850.0,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.5156926406926406,0.974025974025974,0.8722943722943723,0.849025974025974,0.7987012987012987,0.39908008658008653,0.6449306,0.38961038961038963,80.27597402597402,39.43452380952381,79.87012987012987,70.00473484848484,0.06708815533980583,0.5114206128133705,0.9158567774936062,0.9895941727367326,0.9858772406300923,0.8795243019648397,0.9560496380558429,0.7133858267716535,0.8210352422907489,0.05549845837615619,0.7547853078116917,49.425861622771095,91.31661322398399,76.72105345312012,1.0,68.48640407763747,ok,98.9769820971867,98.9769820971867,21.0,57.0,Other,concentration_guard_keyword_v1,False,11.0,research_candidate,True,21.0,0.0,unchanged,3989,,1545.0,36973809664.0,25.0,25.57947,6.5533023,0.48094,0.26695,0.109,2.754,4.37,-0.162,23931269.0,21445767.0,0.11089,0.59804,,,,,,356293.0,306900.0,0.0,1790208818.0
JP,2726,2726.T,パルグループホールディングス,normal,watchlist,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.0,254363680768.0,14.420247,7.5675673,3.1185958,0.22837,0.0754,0.045,0.034,2.69,0.557,173036506.0,99020070.0,0.41304,0.2905,,,,,,856755.0,80500.0,-1.0752689,1790209058.0
JP,215A,215A.T,タイミー,normal,watchlist,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.0,138034348032.0,72.68907,26.687235,8.098682,,0.11611,,,,0.062,99735797.0,59017661.0,0.29631,0.34924,,,,,,1845818.0,855600.0,4.6898637,1790209061.0
